Division,who,with who,total time,W/L/T,Hurdles,name,start,1.dog,name.1,chng,2.dog,name.2,chng.1,3.dog,name.3,chng.2,4.dog,when,location,track,championship
2.0,FOFR DOG future,WildRunners Zephyr,19.8,W,22.5,Ela,0.1,4.21,Lenny,0.21,4.12,Elli,0.27,4.93,Sigy,0.77,5.18,2023-04-23 09:38:53,Heroltice,5,cz
2.0,WildRunners Zephyr,FOFR DOG future,20.12,L,27.5,Falco,0.07,4.11,Negro,0.43,4.95,Mason,0,4.81,Hank,1.06,4.69,2023-04-23 09:40:07,Heroltice,4,cz
2.0,FOFR DOG future,WildRunners Zephyr,20.39,W,22.5,Ela,0.26,4.28,Lenny,0.15,4.26,Elli,0,5.05,Sigy,1.28,5.1,2023-04-23 09:40:07,Heroltice,5,cz
2.0,WildRunners Zephyr,FOFR DOG future,19.76,W,27.5,Falco,0.27,4.14,Negro,0.21,5.01,Mason,0.26,4.8,Hank,0.42,4.65,2023-04-23 09:41:23,Heroltice,4,cz
2.0,FOFR DOG future,WildRunners Zephyr,19.79,L,22.5,Ela,0.04,4.31,Lenny,0,4.24,Elli,0.16,5.01,Sigy,0.71,5.31,2023-04-23 09:41:23,Heroltice,5,cz
2.0,WildRunners Zephyr,FOFR DOG future,19.38,L,27.5,Falco,0.002,4.17,Negro,,5.14,Mason,error,4.98,Hank,0.27,4.82,2023-04-23 09:42:35,Heroltice,4,cz
2.0,FOFR DOG future,WildRunners Zephyr,20.85,W,22.5,Ela,0.42,4.35,Lenny,0,4.34,Elli,0.68,4.88,Sigy,0.81,5.39,2023-04-23 09:42:35,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners Nightfall,16.79,W,27.5,Enola,0.14,3.98,Moon,0.28,3.9,Maggie,0.3,3.99,Tyna,0.13,4.08,2023-04-23 10:05:05,Heroltice,4,cz
1.0,WildRunners Nightfall,WildRunners hopefuls,21.76,L,25.0,Dexter,0.3,4.87,Bonnie,0,4.23,Pax,0,4.25,Sirius,3.64,4.47,2023-04-23 10:05:05,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners Nightfall,30.02,W,27.5,Enola,0.12,3.98,Moon,0.15,3.91,Maggie,0.18,4.13,Tyna,-0.11,4.1,2023-04-23 10:06:38,Heroltice,4,cz
1.0,WildRunners Nightfall,WildRunners hopefuls,40.43,L,25.0,Dexter,0.19,4.87,Bonnie,0,4.25,Pax,0,4.22,Sirius,2.53,outside,2023-04-23 10:06:38,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners Nightfall,16.74,W,27.5,Enola,0.13,3.92,Moon,0.39,3.88,Maggie,0.21,4.03,Tyna,0,4.17,2023-04-23 10:08:22,Heroltice,4,cz
1.0,WildRunners Nightfall,WildRunners hopefuls,20.45,L,25.0,Dexter,0.16,4.71,Bonnie,Ok,4.26,Pax,0,4.33,Sirius,1.78,5.21,2023-04-23 10:08:22,Heroltice,5,cz
1.0,FOFR DOG,WildRunners Maximini,18.51,L,22.5,Hessie,-0.001,4.76,Dizzy,0,4.33,Tex,0.56,3.86,Ogi,0.15,4.85,2023-04-23 10:13:25,Heroltice,4,cz
1.0,WildRunners Maximini,FOFR DOG,19.96,W,25.0,Rocky,0.09,4.96,Bree,0.64,4.25,Bruno,0.42,4.5,Bella,0.43,4.67,2023-04-23 10:13:25,Heroltice,5,cz
1.0,FOFR DOG,WildRunners Maximini,31.85,W,22.5,Hessie,0.17,4.7,Dizzy,0.18,4.3,Tex,0.26,3.93,Ogi,-0.15,4.96,2023-04-23 10:14:45,Heroltice,4,cz
1.0,WildRunners Maximini,FOFR DOG,27.93,L,25.0,Rocky,0.09,5.02,Bree,0.56,4.21,Bruno,0.18,5.32,Bella,1.08,4.69,2023-04-23 10:14:45,Heroltice,5,cz
1.0,FOFR DOG,WildRunners Maximini,20.16,W,22.5,Hessie,0.27,4.74,Dizzy,0,4.38,Tex,0.6,3.98,Ogi,1.34,4.85,2023-04-23 10:15:59,Heroltice,4,cz
1.0,WildRunners Maximini,FOFR DOG,19.24,L,25.0,Rocky,0.08,5.02,Bree,error,4.24,Bruno,0.39,4.63,Bella,0.31,4.57,2023-04-23 10:15:59,Heroltice,5,cz
1.0,FOFR DOG,WildRunners Maximini,24.89,L,22.5,Hessie,0.17,4.8,Dizzy,0,4.39,Tex,0.26,4.02,Ogi,0.35,4.9,2023-04-23 10:17:20,Heroltice,4,cz
1.0,WildRunners Maximini,FOFR DOG,19.14,W,25.0,Rocky,0.09,5.1,Bree,0,4.25,Bruno,0.17,4.69,Bella,0.15,4.7,2023-04-23 10:17:20,Heroltice,5,cz
1.0,FOFR DOG,WildRunners Maximini,30.52,L,22.5,Hessie,0.28,4.75,Dizzy,error,4.28,Daggry,error,3.78,Ogi,0.71,4.89,2023-04-23 10:18:48,Heroltice,4,cz
1.0,WildRunners Maximini,FOFR DOG,29.34,W,25.0,Rocky,0.11,5.15,Bree,0.13,4.21,Bruno,0.61,5.86,Bella,1.57,4.8,2023-04-23 10:18:48,Heroltice,5,cz
2.0,FOFR DOG future,Hopíci Brno,20.13,W,22.5,Ela,0.23,4.25,Lenny,0.18,4.24,Elli,0,4.94,Sigy,0.74,5.54,2023-04-23 10:26:22,Heroltice,4,cz
2.0,Hopíci Brno,FOFR DOG future,22.15,L,17.5,Estee,0.28,4.41,Zelí,0.34,5.34,Dex,0.67,5.09,Tarry,0.88,5.15,2023-04-23 10:26:22,Heroltice,5,cz
2.0,FOFR DOG future,Hopíci Brno,20.55,L,22.5,Ela,0.16,4.16,Lenny,0.4,4.15,Elli,0.97,4.86,Sigy,0.54,5.31,2023-04-23 10:27:50,Heroltice,4,cz
2.0,Hopíci Brno,FOFR DOG future,20.17,W,17.5,Estee,-0.03,4.37,Zelí,0.34,5.47,Dex,0,4.56,Tarry,0.48,5,2023-04-23 10:27:50,Heroltice,5,cz
2.0,FOFR DOG future,Hopíci Brno,20.55,L,22.5,Ela,0.28,4.2,Lenny,0.26,4.1,Elli,0.62,4.99,Sigy,0.74,5.38,2023-04-23 10:29:18,Heroltice,4,cz
2.0,Hopíci Brno,FOFR DOG future,20.54,W,17.5,Estee,-0.008,4.37,Zelí,0.2,5.41,Dex,Ok,4.66,Tarry,0.57,5.35,2023-04-23 10:29:18,Heroltice,5,cz
2.0,FOFR DOG future,Hopíci Brno,21.83,L,22.5,Ela,0.35,4.21,Lenny,0.21,4.21,Elli,0.99,5.35,Sigy,1.69,4.83,2023-04-23 10:31:17,Heroltice,4,cz
2.0,Hopíci Brno,FOFR DOG future,21.22,W,17.5,Estee,0.29,4.3,Zelí,0.37,5.47,Dex,0.57,4.62,Tarry,0.43,5.17,2023-04-23 10:31:17,Heroltice,5,cz
2.0,WildRunners Zephyr,WildRunners XXL,30.63,W,27.5,Falco,0.15,4.08,Negro,0.36,5.17,Hank,1.17,4.55,Ted,0.83,outside,2023-04-23 10:36:31,Heroltice,4,cz
2.0,WildRunners XXL,WildRunners Zephyr,31.3,L,15.0,Bailey,0.2,4.87,Gordon,0.73,6.77,Jasper,0.16,5.58,Agnes,0.33,4.67,2023-04-23 10:36:31,Heroltice,5,cz
2.0,WildRunners Zephyr,WildRunners XXL,43.04,L,27.5,Falco,-0.15,4.07,Negro,0.49,5.33,Hank,0.38,4.94,Ted,1.09,4.82,2023-04-23 10:38:00,Heroltice,4,cz
2.0,WildRunners XXL,WildRunners Zephyr,33.02,W,15.0,Bailey,0.14,4.77,Gordon,0.81,6.72,Jasper,0.35,7.92,Agnes,0.43,4.57,2023-04-23 10:38:00,Heroltice,5,cz
2.0,WildRunners Zephyr,WildRunners XXL,20.18,W,27.5,Falco,0.17,4.14,Negro,0.24,5.32,Hank,0.41,4.77,Ted,0.49,4.65,2023-04-23 10:39:04,Heroltice,4,cz
2.0,WildRunners XXL,WildRunners Zephyr,23.83,L,15.0,Bailey,0.26,4.98,Gordon,0.4,outside,Jasper,,5.95,Agnes,0.32,4.71,2023-04-23 10:39:04,Heroltice,5,cz
2.0,WildRunners Zephyr,WildRunners XXL,25.33,W,27.5,Falco,-0.18,4.05,Negro,0,5.42,Hank,0.87,4.95,Ted,0.22,4.73,2023-04-23 10:40:30,Heroltice,4,cz
2.0,WildRunners XXL,WildRunners Zephyr,31.77,L,15.0,Bailey,0.22,4.87,Gordon,0.95,6.98,Jasper,0.6,4.66,Agnes,0.28,5.81,2023-04-23 10:40:30,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners dreamers,16.09,W,27.5,Enola,0.16,3.95,Moon,0,3.96,Maggie,0,4,Tyna,0,4.03,2023-04-23 11:03:58,Heroltice,4,cz
1.0,WildRunners dreamers,WildRunners hopefuls,16.76,L,25.0,Dixie,0.09,4.27,Alex,0,4.24,Alfie,0,3.97,Hector,0,4.19,2023-04-23 11:03:58,Heroltice,5,cz
1.0,WildRunners dreamers,WildRunners hopefuls,26.62,W,25.0,Dixie,0.21,4.31,Alex,0.1,4.19,Alfie,error,3.9,Hector,0,4.21,2023-04-23 11:05:23,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners dreamers,16.02,L,27.5,Enola,0.14,3.94,Moon,error,3.86,Maggie,error,4.01,Tyna,0,4.07,2023-04-23 11:06:29,Heroltice,4,cz
1.0,WildRunners dreamers,WildRunners hopefuls,17.1,W,25.0,Dixie,0.06,4.25,Alex,0.15,4.33,Alfie,0,4.02,Hector,0,4.29,2023-04-23 11:06:29,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners dreamers,16.23,L,27.5,Enola,0.14,3.95,Moon,0.15,3.88,Maggie,0.12,4.07,Tyna,-0.11,4.04,2023-04-23 11:07:39,Heroltice,4,cz
1.0,WildRunners dreamers,WildRunners hopefuls,17.3,W,25.0,Dixie,0.17,4.3,Alex,0,4.41,Alfie,0,4.04,Hector,0.16,4.22,2023-04-23 11:07:39,Heroltice,5,cz
2.0,WildRunners Zephyr,FOFR DOG future,20.12,L,27.5,Falco,0.26,4.09,Mason,0.43,4.64,Hank,1.12,4.66,Ted,0.39,4.54,2023-04-23 11:13:12,Heroltice,4,cz
2.0,FOFR DOG future,WildRunners Zephyr,20.2,W,22.5,Ela,0.16,4.36,Lenny,0,4.39,Elli,0.42,4.91,Sigy,0.73,5.23,2023-04-23 11:13:12,Heroltice,5,cz
2.0,WildRunners Zephyr,FOFR DOG future,38.29,W,27.5,Falco,-0.01,4.05,Mason,0.43,4.58,Negro,error,5.21,Ted,0.36,4.58,2023-04-23 11:16:34,Heroltice,4,cz
2.0,FOFR DOG future,WildRunners Zephyr,51.1,L,22.5,Ela,0.1,4.35,Lenny,0.33,4.26,Elli,1.01,4.71,Sigy,0.66,5.75,2023-04-23 11:16:34,Heroltice,5,cz
2.0,WildRunners Zephyr,FOFR DOG future,20.38,W,27.5,Falco,0.11,4.08,Mason,0.66,4.55,Negro,0.76,5.27,Ted,0,4.95,2023-04-23 11:17:56,Heroltice,4,cz
2.0,FOFR DOG future,WildRunners Zephyr,19.43,L,22.5,Ela,-0.1,4.3,Lenny,0.16,4.27,Elli,0.15,4.82,Sigy,0.58,5.25,2023-04-23 11:17:56,Heroltice,5,cz
2.0,WildRunners Zephyr,FOFR DOG future,20.71,W,27.5,Falco,0.16,4.16,Mason,0,4.72,Negro,0.68,5.45,Ted,0.68,4.86,2023-04-23 11:19:08,Heroltice,4,cz
2.0,FOFR DOG future,WildRunners Zephyr,24.33,L,22.5,Ela,0.28,4.28,Lenny,0.26,8.1,Elli,0.73,4.89,Sigy,0.55,5.24,2023-04-23 11:19:08,Heroltice,5,cz
1.0,WildRunners Nightfall,WildRunners Maximini,18.93,W,25.0,Fleur,0.17,4.27,Dexter,0.36,4.82,Bonnie,0.55,4.24,Pax,0.31,4.23,2023-04-23 11:25:26,Heroltice,4,cz
1.0,WildRunners Maximini,WildRunners Nightfall,19.71,L,25.0,Rocky,0.03,5.05,Bree,0.3,4.25,Bruno,0.34,5.09,Bella,0,4.63,2023-04-23 11:25:26,Heroltice,5,cz
1.0,WildRunners Nightfall,WildRunners Maximini,18.61,W,25.0,Fleur,0.16,4.41,Dexter,0.19,4.72,Bonnie,0.24,4.23,Pax,0.47,4.2,2023-04-23 11:27:31,Heroltice,4,cz
1.0,WildRunners Maximini,WildRunners Nightfall,18.83,L,25.0,Rocky,0.1,5.05,Bree,error,4.25,Bruno,0,4.74,Bella,0,4.69,2023-04-23 11:27:31,Heroltice,5,cz
1.0,WildRunners Nightfall,WildRunners Maximini,23.87,W,25.0,Fleur,-0.21,4.49,Dexter,0,5.02,Bonnie,Ok,4.2,Pax,0.21,4.19,2023-04-23 11:28:57,Heroltice,4,cz
1.0,WildRunners Maximini,WildRunners Nightfall,27.49,L,25.0,Rocky,0.07,5.19,Bree,0,4.37,Bruno,0,5.44,Bella,0.61,4.75,2023-04-23 11:28:57,Heroltice,5,cz
1.0,WildRunners Nightfall,WildRunners hopefuls,21.56,W,25.0,Dexter,0.13,4.68,Bonnie,0,4.23,Pax,0,4.23,Sirius,4.04,4.25,2023-04-23 11:53:00,Heroltice,4,cz
1.0,WildRunners hopefuls,WildRunners Nightfall,16.71,L,27.5,Enola,0.1,3.91,Moon,error,3.88,Maggie,0.23,4.05,Tyna,0,4.54,2023-04-23 11:53:00,Heroltice,5,cz
1.0,WildRunners Nightfall,WildRunners hopefuls,21.7,W,25.0,Dexter,0.3,4.79,Bonnie,0.21,4.21,Pax,0.29,4.19,Sirius,3.46,4.27,2023-04-23 11:54:16,Heroltice,4,cz
1.0,WildRunners hopefuls,WildRunners Nightfall,22.52,L,27.5,Enola,-0.03,4.04,Moon,0.3,3.96,Maggie,0,4.17,Tyna,0,4.03,2023-04-23 11:54:16,Heroltice,5,cz
1.0,WildRunners Nightfall,WildRunners hopefuls,29.25,L,25.0,Dexter,0.24,4.95,Bonnie,error,4.23,Pax,0,4.28,Sirius,4.23,4.09,2023-04-23 11:55:36,Heroltice,4,cz
1.0,WildRunners hopefuls,WildRunners Nightfall,22.03,W,27.5,Enola,0.41,4.05,Moon,0.21,3.93,Maggie,0.27,4.07,Tyna,0.36,4.06,2023-04-23 11:55:36,Heroltice,5,cz
1.0,WildRunners Nightfall,WildRunners hopefuls,21.3,L,25.0,Dexter,0.15,5.04,Bonnie,-0.28,4.29,Pax,0,4.19,Sirius,,ran in,2023-04-23 11:56:40,Heroltice,4,cz
1.0,WildRunners hopefuls,WildRunners Nightfall,17.4,W,27.5,Enola,0.21,4.06,Moon,0.43,4,Maggie,0.23,4.13,Tyna,0.33,4.03,2023-04-23 11:56:40,Heroltice,5,cz
1.0,WildRunners Nightfall,WildRunners hopefuls,22.55,L,25.0,Dexter,0.13,4.92,Bonnie,0.16,4.23,Pax,0.18,4.17,Sirius,4.13,4.63,2023-04-23 11:57:50,Heroltice,4,cz
1.0,WildRunners hopefuls,WildRunners Nightfall,17.07,W,27.5,Enola,0.1,4.05,Moon,0.42,3.95,Maggie,0.17,4.09,Tyna,0.3,4,2023-04-23 11:57:50,Heroltice,5,cz
2.0,WildRunners Zephyr,Hopíci Brno,20.13,W,27.5,Falco,0.1,4.16,Negro,0.27,4.58,Mason,0.61,5.25,Ted,0.43,4.72,2023-04-23 12:04:23,Heroltice,4,cz
2.0,Hopíci Brno,WildRunners Zephyr,21.69,L,17.5,Estee,0.28,4.33,Zelí,0.33,5.56,Dex,0.78,4.52,Tarry,0.69,5.21,2023-04-23 12:04:23,Heroltice,5,cz
2.0,WildRunners Zephyr,Hopíci Brno,31.8,W,27.5,Falco,0.09,4.17,Negro,0.23,4.78,Mason,0.64,5.4,Ted,0.35,outside,2023-04-23 12:05:53,Heroltice,4,cz
2.0,Hopíci Brno,WildRunners Zephyr,37.77,L,17.5,Estee,0.42,4.42,Zelí,0.37,5.41,Dex,0.68,4.59,Tarry,0.44,4.98,2023-04-23 12:05:53,Heroltice,5,cz
2.0,WildRunners Zephyr,Hopíci Brno,20.23,L,27.5,Falco,-0.06,4.15,Negro,0.21,4.83,Mason,0.43,5.41,Hank,0.57,4.67,2023-04-23 12:07:02,Heroltice,4,cz
2.0,Hopíci Brno,WildRunners Zephyr,21.55,W,17.5,Estee,0.09,4.37,Zelí,0.36,5.58,Dex,0.72,4.73,Tarry,0.58,5.13,2023-04-23 12:07:02,Heroltice,5,cz
2.0,WildRunners Zephyr,Hopíci Brno,25.48,W,27.5,Falco,0.26,4.27,Negro,Ok,4.85,Mason,0.44,5.3,Hank,0.45,4.67,2023-04-23 12:08:26,Heroltice,4,cz
2.0,Hopíci Brno,WildRunners Zephyr,21.14,L,17.5,Estee,0.14,4.32,Zelí,,5.34,Dex,0.5,4.62,Tarry,1.09,5.13,2023-04-23 12:08:26,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners dreamers,21.67,L,27.5,Enola,0.23,4,Moon,0.41,4.05,Maggie,0.26,4.01,Tyna,0,4.1,2023-04-23 12:13:48,Heroltice,4,cz
1.0,WildRunners dreamers,WildRunners hopefuls,16.95,W,25.0,Dixie,0.08,4.23,Alex,0,4.28,Alfie,0.14,3.86,Hector,0.24,4.12,2023-04-23 12:13:48,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners dreamers,22.59,W,27.5,Enola,0.26,3.98,Moon,0.23,4.04,Maggie,1.79,4.04,Tyna,0.18,4.03,2023-04-23 12:15:03,Heroltice,4,cz
1.0,WildRunners dreamers,WildRunners hopefuls,23.45,L,25.0,Dixie,-0.03,4.25,Alex,0,4.34,Alfie,0,4.04,Hector,0,4.27,2023-04-23 12:15:03,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners dreamers,17.61,L,27.5,Enola,0.09,3.98,Moon,0.47,4.09,Maggie,0.52,4.06,Tyna,0.36,4.06,2023-04-23 12:16:16,Heroltice,4,cz
1.0,WildRunners dreamers,WildRunners hopefuls,16.92,W,25.0,Dixie,0.14,4.4,Alex,0,4.3,Alfie,Ok,3.93,Hector,0,4.16,2023-04-23 12:16:16,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners dreamers,17.14,W,27.5,Enola,0.01,4.02,Moon,0.39,4,Maggie,0.25,4.04,Tyna,0.37,4.06,2023-04-23 12:17:35,Heroltice,4,cz
1.0,WildRunners dreamers,WildRunners hopefuls,18.07,L,25.0,Dixie,0.17,4.29,Alex,0.52,4.35,Alfie,0.2,3.92,Hector,0.4,4.21,2023-04-23 12:17:35,Heroltice,5,cz
1.0,WildRunners hopefuls,WildRunners dreamers,16.87,W,27.5,Enola,0.11,3.96,Moon,0.28,3.97,Maggie,0.2,4.12,Tyna,0.14,4.1,2023-04-23 12:20:34,Heroltice,4,cz
1.0,WildRunners dreamers,WildRunners hopefuls,17.32,L,25.0,Dixie,0.2,4.4,Alex,0,4.47,Alfie,0,4.01,Hector,0,4.26,2023-04-23 12:20:34,Heroltice,5,cz
2.0,Hopíci Brno,WildRunners Zephyr,21.56,W,17.5,Estee,0.2,4.32,Zelí,0.93,5.37,Dex,0.36,4.54,Tarry,0.74,5.1,2023-04-23 13:04:25,Heroltice,4,cz
2.0,WildRunners Zephyr,Hopíci Brno,23.29,L,27.5,Falco,0.1,outside,Mason,,4.78,Negro,0,5.58,Hank,0.44,4.76,2023-04-23 13:04:25,Heroltice,5,cz
2.0,Hopíci Brno,WildRunners Zephyr,31.89,W,17.5,Estee,-0.21,4.44,Zelí,0.65,5.29,Dex,0.49,4.62,Tarry,0.73,4.98,2023-04-23 13:05:43,Heroltice,4,cz
2.0,WildRunners Zephyr,Hopíci Brno,31.92,L,27.5,Falco,0.16,4.23,Mason,0.65,4.86,Negro,0.52,6.23,Hank,,ran in,2023-04-23 13:05:43,Heroltice,5,cz
2.0,Hopíci Brno,WildRunners Zephyr,21.32,W,17.5,Estee,0.19,4.48,Zelí,0.29,5.39,Dex,0.73,4.69,Tarry,0.56,5,2023-04-23 13:06:55,Heroltice,4,cz
2.0,WildRunners Zephyr,Hopíci Brno,21.46,L,27.5,Falco,-0.008,4.25,Mason,0.3,5,Hank,0.58,4.92,Ted,1.49,4.93,2023-04-23 13:06:55,Heroltice,5,cz
1.0,WildRunners dreamers,WildRunners hopefuls,17.56,L,25.0,Dixie,0.15,4.4,Alex,0,4.3,Alfie,0,4.06,Hector,0.32,4.34,2023-04-23 13:13:19,Heroltice,4,cz
1.0,WildRunners hopefuls,WildRunners dreamers,16.83,W,27.5,Enola,0.19,4.03,Moon,0,3.97,Maggie,0.23,4.11,Tyna,0.29,4.01,2023-04-23 13:13:19,Heroltice,5,cz
1.0,WildRunners dreamers,WildRunners hopefuls,17.37,L,25.0,Dixie,0.28,4.33,Alex,0,4.38,Alfie,0.14,3.93,Hector,0,4.31,2023-04-23 13:14:29,Heroltice,4,cz
1.0,WildRunners hopefuls,WildRunners dreamers,16.72,W,27.5,Enola,0.13,4.07,Moon,0.17,4.05,Maggie,0,4.17,Tyna,0,4.12,2023-04-23 13:14:29,Heroltice,5,cz
1.0,WildRunners dreamers,WildRunners hopefuls,17.45,L,25.0,Dixie,0.09,4.39,Alex,0.24,4.34,Alfie,0,3.98,Hector,0.15,4.27,2023-04-23 13:15:38,Heroltice,4,cz
1.0,WildRunners hopefuls,WildRunners dreamers,16.61,W,27.5,Enola,0.14,4.01,Moon,0,4.13,Maggie,0,4.17,Tyna,0,4.16,2023-04-23 13:15:38,Heroltice,5,cz
8.0,RUNami B,WildRunners XXL,20.26,L,17.5,Butch,0.1,4.38,Hettie,0.4,4.72,Kody,0.21,4.6,Ajsy,0.62,5.24,2023-05-06 09:35:28,Žamberk,4,cz
8.0,WildRunners XXL,RUNami B,23.32,L,15.0,Negro,-0.4,4.95,Gordon,0.65,6.78,Dusty,0.24,5.87,Kesha,error,5.23,2023-05-06 09:35:28,Žamberk,5,cz
8.0,RUNami B,WildRunners XXL,20.35,W,17.5,Butch,0.04,5.19,Hettie,0.29,4.74,Kody,0.35,4.11,Ajsy,0.48,5.15,2023-05-06 09:36:45,Žamberk,4,cz
8.0,WildRunners XXL,RUNami B,22.25,L,15.0,Negro,-0.23,4.78,Gordon,0,6.55,Dusty,,5.87,Kesha,error,5.28,2023-05-06 09:36:45,Žamberk,5,cz
8.0,RUNami B,WildRunners XXL,19.48,L,17.5,Butch,-0.005,4.46,Hettie,0.25,4.9,Kody,0.14,4.26,Ajsy,0.39,5.09,2023-05-06 09:38:22,Žamberk,4,cz
8.0,WildRunners XXL,RUNami B,33.77,L,15.0,Negro,-0.1,4.94,Gordon,0.23,6.87,Dusty,0.48,6.03,Kesha,error,15.32,2023-05-06 09:38:22,Žamberk,5,cz
8.0,FÉNIX,JokerZ Lou,24.4,L,15.0,Banán,0.14,4.29,Scary,0.21,7.18,Berdy,1.2,4.59,Ketlin,0,6.79,2023-05-06 09:44:26,Žamberk,4,cz
8.0,JokerZ Lou,FÉNIX,19.46,L,20.0,Twister,0.06,4.21,Pelli,0.17,4.99,Ria,error,5.41,Árnyék,0.15,4.47,2023-05-06 09:44:26,Žamberk,5,cz
8.0,FÉNIX,JokerZ Lou,23.32,W,15.0,Banán,0.07,4.96,Scary,0.37,6.15,Berdy,0.54,4.71,Ketlin,0,6.52,2023-05-06 09:45:30,Žamberk,4,cz
8.0,JokerZ Lou,FÉNIX,19.31,L,20.0,Twister,-0.03,4.25,Pelli,0,5.2,Ria,0.17,5.21,Árnyék,0,4.51,2023-05-06 09:45:30,Žamberk,5,cz
8.0,FÉNIX,JokerZ Lou,19.56,L,15.0,Banán,0.03,4.29,Scary,error,4.61,Berdy,0.19,4.67,Ketlin,,ran in,2023-05-06 09:46:46,Žamberk,4,cz
8.0,JokerZ Lou,FÉNIX,19.41,L,20.0,Twister,0.13,4.27,Pelli,error,5.21,Ria,0,5.35,Árnyék,0,4.46,2023-05-06 09:46:46,Žamberk,5,cz
8.0,WildRunners Zephyr,Hopíci Brno,21.74,W,25.0,Mason,0.07,4.45,Hank,0.58,5.46,Agnes,0.88,4.92,Speedy,0.19,5.19,2023-05-06 09:53:04,Žamberk,4,cz
8.0,Hopíci Brno,WildRunners Zephyr,21.35,L,17.5,Estee,0.21,4.27,Trix,1.48,4.67,Dex,0.67,4.53,Tarry,0.39,5.12,2023-05-06 09:53:04,Žamberk,5,cz
8.0,WildRunners Zephyr,Hopíci Brno,20.43,L,25.0,Mason,0.09,4.42,Hank,0.58,4.92,Agnes,0.62,4.69,Speedy,0,5.13,2023-05-06 09:56:27,Žamberk,4,cz
8.0,Hopíci Brno,WildRunners Zephyr,21.18,L,17.5,Estee,0.17,4.26,Trix,1.29,4.6,Dex,1.09,4.42,Tarry,0.25,5.1,2023-05-06 09:56:27,Žamberk,5,cz
8.0,WildRunners Zephyr,Hopíci Brno,19.8,L,25.0,Mason,0.04,4.47,Hank,0.47,4.87,Agnes,0.16,4.84,Speedy,-0.15,5.11,2023-05-06 09:58:57,Žamberk,4,cz
8.0,Hopíci Brno,WildRunners Zephyr,22.71,W,17.5,Estee,0.14,4.39,Trix,0.72,4.8,Dex,2.59,4.6,Tarry,0.43,5.03,2023-05-06 09:58:57,Žamberk,5,cz
8.0,WildRunners Zephyr,Hopíci Brno,20.42,L,25.0,Mason,0.01,4.45,Hank,0.45,5,Agnes,-0.2,5.1,Speedy,0.47,5.13,2023-05-06 10:00:33,Žamberk,4,cz
8.0,Hopíci Brno,WildRunners Zephyr,20.71,L,17.5,Estee,0.19,4.34,Trix,0.93,4.86,Dex,0.43,4.57,Tarry,0.43,4.97,2023-05-06 10:00:33,Žamberk,5,cz
4.0,WildRunners Nightfall,The Rebels Rock and Roll,18.25,W,25.0,Nina,0.03,4.19,Bonnie,0.36,4.11,Dixie,0.52,4.45,Falco,0.37,4.22,2023-05-06 10:08:22,Žamberk,4,cz
4.0,The Rebels Rock and Roll,WildRunners Nightfall,18.61,L,20.0,Volis,0.04,4.2,Kelsey,0.14,4.09,Nyx,error,4.74,Sheera,0.27,5.14,2023-05-06 10:08:22,Žamberk,5,cz
4.0,WildRunners Nightfall,The Rebels Rock and Roll,17.19,L,25.0,Nina,0.02,4.14,Bonnie,error,4.05,Dixie,error,4.41,Falco,0.32,4.25,2023-05-06 10:09:47,Žamberk,4,cz
4.0,The Rebels Rock and Roll,WildRunners Nightfall,18.45,W,20.0,Volis,0.05,4.26,Kelsey,0.22,4.21,Nyx,0.15,4.55,Sheera,0,5.01,2023-05-06 10:09:47,Žamberk,5,cz
4.0,WildRunners Nightfall,The Rebels Rock and Roll,17.72,L,25.0,Nina,0.04,4.28,Bonnie,0.26,4.14,Dixie,0,4.44,Falco,0.24,4.32,2023-05-06 10:10:45,Žamberk,4,cz
4.0,The Rebels Rock and Roll,WildRunners Nightfall,18.2,W,20.0,Volis,0.09,4.25,Kelsey,0,4.24,Nyx,0,4.7,Sheera,0,4.93,2023-05-06 10:10:45,Žamberk,5,cz
4.0,WOOF U2,Akela Rocket,17.59,W,22.5,Prim,0.14,4.48,Daimos,0.16,4.4,Tesla,0,4.21,Voodoo,0,4.2,2023-05-06 10:18:57,Žamberk,4,cz
4.0,Akela Rocket,WOOF U2,18.45,L,15.0,Reed,0.2,3.93,Cooper,0.21,3.97,Flash,0.19,4.15,Muki,0.37,5.45,2023-05-06 10:18:57,Žamberk,5,cz
4.0,WOOF U2,Akela Rocket,17.67,W,22.5,Prim,0.07,4.56,Daimos,0,4.47,Tesla,0.2,4.16,Voodoo,0.15,4.07,2023-05-06 10:20:18,Žamberk,4,cz
4.0,Akela Rocket,WOOF U2,18.14,L,15.0,Reed,0.12,3.87,Cooper,0,4.05,Flash,0.4,4.27,Muki,Ok,5.43,2023-05-06 10:20:18,Žamberk,5,cz
4.0,WOOF U2,Akela Rocket,17.44,L,22.5,Prim,0.05,4.61,Daimos,0,4.43,Tesla,0,4.2,Voodoo,error,4.15,2023-05-06 10:21:36,Žamberk,4,cz
